id,name,parameter.id,parameter.name,parameter.units,parameter.displayName,datetimeFirst.utc,datetimeFirst.local,datetimeLast.utc,datetimeLast.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local,latest.datetime.utc,latest.datetime.local,latest.value,latest.coordinates.latitude,latest.coordinates.longitude,summary.min,summary.q02,summary.q25,summary.median,summary.q75,summary.q98,summary.max,summary.avg,summary.sd
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,1,01:00:00,6956,6956:00:00,695600.0,695600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-02-09T15:00:00Z,2026-02-09T16:00:00+01:00,2026-02-09 15:00:00+00:00,2026-02-09 16:00:00+01:00,710.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-21T11:00:00Z,2026-05-21T13:00:00+02:00,1,01:00:00,6957,6957:00:00,695700.0,695700.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-21T11:00:00Z,2026-05-21T13:00:00+02:00,2026-05-21 11:00:00+00:00,2026-05-21 13:00:00+02:00,450.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-21T11:00:00Z,2026-05-21T13:00:00+02:00,1,01:00:00,6957,6957:00:00,695700.0,695700.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-21T11:00:00Z,2026-05-21T13:00:00+02:00,2026-05-21 11:00:00+00:00,2026-05-21 13:00:00+02:00,450.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-21T11:00:00Z,2026-05-21T13:00:00+02:00,1,01:00:00,6957,6957:00:00,695700.0,695700.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-21T11:00:00Z,2026-05-21T13:00:00+02:00,2026-05-21 11:00:00+00:00,2026-05-21 13:00:00+02:00,450.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-21T23:00:00Z,2026-05-22T01:00:00+02:00,1,01:00:00,6960,6960:00:00,696000.0,696000.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-21T23:00:00Z,2026-05-22T01:00:00+02:00,2026-05-21 23:00:00+00:00,2026-05-22 01:00:00+02:00,530.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-27T03:00:00Z,2026-05-27T05:00:00+02:00,1,01:00:00,6966,6966:00:00,696600.0,696600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2026-05-27T03:00:00Z,2026-05-27T05:00:00+02:00,2026-05-27 03:00:00+00:00,2026-05-27 05:00:00+02:00,470.0,42.46400000020953,-2.4279999995861625,100.0,,,,,,1900.0,681.1764705882352,
